"strain","treatment","background","knockout","Sample","rep","ref_genome","start","stop","locus_tag","gene","counts","nfactor","normcounts","rpk","rpm","tpm"
"T7Hi","wt","wt","wt","PA133","3","T7Hi",19129,19531,"T7p39","7",90071,1627125,0.0553559191826074,0.137701291499023,5.21337384757484e-06,0.0264130859449259
"T7Hi","wt","wt","wt","PA133","3","T7Hi",19534,19834,"T7p40","7.3",89070,1627125,0.0547407236690482,0.182469078896827,5.21337384757484e-06,0.0350001907079248
"T7Hi","wt","wt","wt","PA133","3","T7Hi",19847,20240,"T7p41","7.7",87024,1627125,0.0534832910808942,0.136089799188026,5.21337384757484e-06,0.0261039785687597
"T7Hi","wt","wt","wt","PA133","3","T7Hi",20239,21850,"T7p42","8",318781,1627125,0.195916724283629,0.121611871063705,5.21337384757484e-06,0.0233269039626377
"T7Hi","wt","wt","wt","PA133","3","T7Hi",21949,22873,"T7p43","9",380721,1627125,0.233983867250519,0.253229293561167,5.21337384757484e-06,0.0485730164313777
"T7Hi","wt","wt","wt","PA133","3","T7Hi",22966,24162,"T7p44","10B",1139071,1627125,0.700051317507874,0.585327188551734,5.21337384757484e-06,0.11227416365393
"T7Hi","wt","wt","wt","PA133","3","T7Hi",22966,24004,"T7p45","10A",1018788,1627125,0.626127679188753,0.603205856636564,5.21337384757484e-06,0.115703549039968
"T7Hi","wt","wt","wt","PA133","3","T7Hi",24227,24818,"T7p46","11",45752,1627125,0.0281183068295306,0.0475775073257709,5.21337384757484e-06,0.00912604941000021
"T7Hi","wt","wt","wt","PA133","3","T7Hi",24841,27226,"T7p47","12",141039,1627125,0.0866798801567181,0.0363437652648713,5.21337384757484e-06,0.00697125629725897
"T7Hi","wt","wt","wt","PA133","3","T7Hi",27306,27723,"T7p48","13",26450,1627125,0.0162556656679727,0.0389824116737953,5.21337384757484e-06,0.00747738658564246
"T7Hi","wt","wt","wt","PA133","3","T7Hi",27727,28318,"T7p49","14",76698,1627125,0.0471371283705923,0.0797582544341663,5.21337384757484e-06,0.0152987790183641
"T7Hi","wt","wt","wt","PA133","3","T7Hi",28324,30568,"T7p50","15",215089,1627125,0.132189598217715,0.0589080205961298,5.21337384757484e-06,0.0112994046309441
"T7Hi","wt","wt","wt","PA133","3","T7Hi",30594,34551,"T7p51","16",243135,1627125,0.14942613505416,0.0377624804281425,5.21337384757484e-06,0.00724338624702867
"T7Hi","wt","wt","wt","PA133","3","T7Hi",34623,36285,"T7p52","17",295601,1627125,0.181670738265345,0.109308506778186,5.21337384757484e-06,0.0209669419408766
"T7Hi","wt","wt","wt","PA133","3","T7Hi",36343,36547,"T7p53","17.5",35181,1627125,0.0216215717907352,0.105988097013408,5.21337384757484e-06,0.0203300396465355
"T7Hi","wt","wt","wt","PA133","3","T7Hi",36552,36822,"T7p54","18",44493,1627125,0.0273445494353538,0.101276109019829,5.21337384757484e-06,0.019426212656309
"T7Hi","wt","wt","wt","PA133","3","T7Hi",36916,37348,"T7p55","18.5",39191,1627125,0.0240860413305677,0.0557547253022401,5.21337384757484e-06,0.0106945572929085
"T7Hi","wt","wt","wt","PA133","3","T7Hi",37031,37283,"T7p56","18.7",27071,1627125,0.0166373204271337,0.0660211128060863,5.21337384757484e-06,0.0126637979044603
"T7Hi","wt","wt","wt","PA133","3","T7Hi",37369,39130,"T7p57","19",145705,1627125,0.0895475147883537,0.0508503775061634,5.21337384757484e-06,0.009753832929096
"T7Hi","wt","wt","wt","PA133","3","T7Hi",38015,38273,"T7p58","19.2",33640,1627125,0.0206745025735577,0.0801337309052622,5.21337384757484e-06,0.0153708007996662
"T7Hi","wt","wt","wt","PA133","3","T7Hi",38552,38726,"T7p59","19.3",21284,1627125,0.0130807405700238,0.0751766699426656,5.21337384757484e-06,0.0144199652932307
"T7Hi","wt","wt","wt","PA133","3","T7Hi",39388,39538,"T7p60","19.5",38992,1627125,0.023963739724975,0.159758264833167,5.21337384757484e-06,0.0306439303038824
"T7Hi","wt","wt","wt","PA139","4","T7Hi",890,1468,"T7p01","0.3",14682,4606670,0.00318711780961085,0.00551404465330596,7.96081692574357e-06,0.000692648091865387
"T7Hi","wt","wt","wt","PA139","4","T7Hi",1277,1433,"T7p02","0.4",0,4606670,0,0,7.96081692574357e-06,0
"T7Hi","wt","wt","wt","PA139","4","T7Hi",1468,3138,"T7p03","0.7",23172,4606670,0.00503009766273686,0.00301203452858494,7.96081692574357e-06,0.000378357467164541
"T7Hi","wt","wt","wt","PA139","4","T7Hi",1495,1639,"T7p04","0.5",1,4606670,2.17076543359954e-07,1.50747599555524e-06,7.96081692574357e-06,1.89361972472999e-07
"T7Hi","wt","wt","wt","PA139","4","T7Hi",1635,1972,"T7p05","0.6B",0,4606670,0,0,7.96081692574357e-06,0
"T7Hi","wt","wt","wt","PA139","4","T7Hi",1635,1797,"T7p06","0.6A",0,4606670,0,0,7.96081692574357e-06,0
"T7Hi","wt","wt","wt","PA139","4","T7Hi",3138,5887,"T7p07","1",108321,4606670,0.0235139482532936,0.00855363705103441,7.96081692574357e-06,0.00107446724762302
"T7Hi","wt","wt","wt","PA139","4","T7Hi",5887,6448,"T7p08","1.2",93180,4606670,0.0202271923102805,0.0360556012660972,7.96081692574357e-06,0.0045291333292066
"T7Hi","wt","wt","wt","PA139","4","T7Hi",6006,6135,"T7p09","1.1",18882,4606670,0.00409883929172265,0.03177394799785,7.96081692574357e-06,0.00399129238798344
"T7Hi","wt","wt","wt","PA139","4","T7Hi",6448,7588,"T7p10","1.3",239145,4606670,0.0519127699618162,0.0455375175103651,7.96081692574357e-06,0.00572020659878593
"T7Hi","wt","wt","wt","PA139","4","T7Hi",7607,7763,"T7p11","1.4",13241,4606670,0.00287431051062915,0.0184250673758279,7.96081692574357e-06,0.00231446942539844
"T7Hi","wt","wt","wt","PA139","4","T7Hi",7790,7880,"T7p12","1.5",18218,4606670,0.00395470046693164,0.0439411162992405,7.96081692574357e-06,0.00551967426322095
"T7Hi","wt","wt","wt","PA139","4","T7Hi",7905,8166,"T7p13","1.6",43480,4606670,0.00943848810529081,0.0361627896754437,7.96081692574357e-06,0.00454259782793158
"T7Hi","wt","wt","wt","PA139","4","T7Hi",8165,8756,"T7p14","1.7",97035,4606670,0.0210640223849331,0.0356413238323742,7.96081692574357e-06,0.00447709376623369
"T7Hi","wt","wt","wt","PA139","4","T7Hi",8748,8895,"T7p15","1.8",37063,4606670,0.00804550792654998,0.0547313464391155,7.96081692574357e-06,0.00687509170850621
"T7Hi","wt","wt","wt","PA139","4","T7Hi",8897,9092,"T7p16","2",32752,4606670,0.00710969094812522,0.0364599535801293,7.96081692574357e-06,0.00457992614579864
"T7Hi","wt","wt","wt","PA139","4","T7Hi",9157,9856,"T7p17","2.5",150025,4606670,0.0325669084175771,0.0465907130437441,7.96081692574357e-06,0.00585250401790798
"T7Hi","wt","wt","wt","PA139","4","T7Hi",9856,10276,"T7p18","2.8",168868,4606670,0.0366572817241087,0.0872792422002589,7.96081692574357e-06,0.0109636037374527
"T7Hi","wt","wt","wt","PA139","4","T7Hi",10256,10706,"T7p19","3",153912,4606670,0.0334106849416173,0.0742459665369273,7.96081692574357e-06,0.00932642557032454
"T7Hi","wt","wt","wt","PA139","4","T7Hi",10705,11161,"T7p20","3.5",271969,4606670,0.0590380904210634,0.12946949653742,7.96081692574357e-06,0.0162633430394239
"T7Hi","wt","wt","wt","PA139","4","T7Hi",11224,11590,"T7p21","3.8",6353,4606670,0.00137908727996579,0.00376799803269341,7.96081692574357e-06,0.000473318010932837
"T7Hi","wt","wt","wt","PA139","4","T7Hi",11564,13265,"T7p22","4A",56493,4606670,0.0122633051640339,0.00720946805645731,7.96081692574357e-06,0.000905619124733725
"T7Hi","wt","wt","wt","PA139","4","T7Hi",11634,11757,"T7p23","4.1",5825,4606670,0.00126447086507173,0.0102802509355425,7.96081692574357e-06,0.00129135628057196
"T7Hi","wt","wt","wt","PA139","4","T7Hi",11753,13265,"T7p24","4B",51967,4606670,0.0112808167287867,0.00746085762485895,7.96081692574357e-06,0.000937197487952793
"T7Hi","wt","wt","wt","PA139","4","T7Hi",12987,13326,"T7p25","4.2",18049,4606670,0.00391801453110381,0.0115575649885068,7.96081692574357e-06,0.00145180640332679
"T7Hi","wt","wt","wt","PA139","4","T7Hi",13351,13564,"T7p26","4.3",17891,4606670,0.00388371643725294,0.0182334105035349,7.96081692574357e-06,0.00229039439967172
"T7Hi","wt","wt","wt","PA139","4","T7Hi",13583,13853,"T7p27","4.5",19148,4606670,0.0041565816522564,0.0153947468602089,7.96081692574357e-06,0.00193381495942026
"T7Hi","wt","wt","wt","PA139","4","T7Hi",13926,14334,"T7p28","4.7",18023,4606670,0.00391237054097645,0.00958914348278543,7.96081692574357e-06,0.0012045426458403
"T7Hi","wt","wt","wt","PA139","4","T7Hi",14352,16467,"T7p29","5",130862,4606670,0.0284070706171703,0.0134312390624919,7.96081692574357e-06,0.00168716843858802
"T7Hi","wt","wt","wt","PA139","4","T7Hi",16482,16839,"T7p30","5.3",37633,4606670,0.00816924155626515,0.0228830295693702,7.96081692574357e-06,0.00287445745616526
"T7Hi","wt","wt","wt","PA139","4","T7Hi",16850,17359,"T7p31","5.5-5.7",76966,4606670,0.0167075132362422,0.0328241910338747,7.96081692574357e-06,0.00412321892841529
"T7Hi","wt","wt","wt","PA139","4","T7Hi",16850,17150,"T7p32","5.5",53355,4606670,0.0115821189709704,0.0386070632365678,7.96081692574357e-06,0.00484963585982249
"T7Hi","wt","wt","wt","PA139","4","T7Hi",17149,17359,"T7p33","5.7",44432,4606670,0.00964514497456948,0.0459292617836642,7.96081692574357e-06,0.00576941565320248
"T7Hi","wt","wt","wt","PA139","4","T7Hi",17358,17517,"T7p34","5.9",33408,4606670,0.00725209316056935,0.0456106488086123,7.96081692574357e-06,0.00572939300502153
"T7Hi","wt","wt","wt","PA139","4","T7Hi",17503,18406,"T7p35","6",186482,4606670,0.040480867958851,0.0448293111393698,7.96081692574357e-06,0.00563124507918295
"T7Hi","wt","wt","wt","PA139","4","T7Hi",18393,18507,"T7p36","6.3",43112,4606670,0.00935860393733434,0.0820930169941609,7.96081692574357e-06,0.0103121347670601
"T7Hi","wt","wt","wt","PA139","4","T7Hi",18604,18859,"T7p37","6.5",341722,4606670,0.0741798305500503,0.290901296274707,7.96081692574357e-06,0.0365416387524243
"T7Hi","wt","wt","wt","PA139","4","T7Hi",18863,19130,"T7p38","6.7",402610,4606670,0.0873971871221511,0.327330288847008,7.96081692574357e-06,0.0411176757235168
"T7Hi","wt","wt","wt","PA139","4","T7Hi",19129,19531,"T7p39","7",564950,4606670,0.122637393171206,0.305068142216931,7.96081692574357e-06,0.0383212106323417
"T7Hi","wt","wt","wt","PA139","4","T7Hi",19534,19834,"T7p40","7.3",441293,4606670,0.0957943590489442,0.319314530163147,7.96081692574357e-06,0.040110774200893
"T7Hi","wt","wt","wt","PA139","4","T7Hi",19847,20240,"T7p41","7.7",572150,4606670,0.124200344283398,0.316031410390325,7.96081692574357e-06,0.039698364293286
"T7Hi","wt","wt","wt","PA139","4","T7Hi",20239,21850,"T7p42","8",2014909,4606670,0.437389480904862,0.271501850344421,7.96081692574357e-06,0.0341047725223327
"T7Hi","wt","wt","wt","PA139","4","T7Hi",21949,22873,"T7p43","9",1991295,4606670,0.43226343540996,0.46781757079,7.96081692574357e-06,0.0587650206195772
"T7Hi","wt","wt","wt","PA139","4","T7Hi",22966,24162,"T7p44","10B",5804309,4606670,1.25997933431307,1.05349442668317,7.96081692574357e-06,0.132334964678863
"T7Hi","wt","wt","wt","PA139","4","T7Hi",22966,24004,"T7p45","10A",5276167,4606670,1.14533209454986,1.10340278858368,7.96081692574357e-06,0.138604215983854
"T7Hi","wt","wt","wt","PA139","4","T7Hi",24227,24818,"T7p46","11",215014,4606670,0.0466744958939972,0.0789754583654775,7.96081692574357e-06,0.00992052186379112
"T7Hi","wt","wt","wt","PA139","4","T7Hi",24841,27226,"T7p47","12",667130,4606670,0.144818274371726,0.0607204504703255,7.96081692574357e-06,0.00762741450239467
"T7Hi","wt","wt","wt","PA139","4","T7Hi",27306,27723,"T7p48","13",144807,4606670,0.0314342030143249,0.0753817818089326,7.96081692574357e-06,0.0094691012884826
"T7Hi","wt","wt","wt","PA139","4","T7Hi",27727,28318,"T7p49","14",440678,4606670,0.0956608569747779,0.161862702156985,7.96081692574357e-06,0.0203324236277254
"T7Hi","wt","wt","wt","PA139","4","T7Hi",28324,30568,"T7p50","15",1177451,4606670,0.255596993055721,0.113902403322514,7.96081692574357e-06,0.0143078787497522
"T7Hi","wt","wt","wt","PA139","4","T7Hi",30594,34551,"T7p51","16",1295932,4606670,0.281316438989552,0.0710933634039808,7.96081692574357e-06,0.0089304105429281
"T7Hi","wt","wt","wt","PA139","4","T7Hi",34623,36285,"T7p52","17",1304721,4606670,0.283224324729143,0.170411747731133,7.96081692574357e-06,0.0214063141158363
"T7Hi","wt","wt","wt","PA139","4","T7Hi",36343,36547,"T7p53","17.5",159672,4606670,0.0346610458313706,0.169907087408679,7.96081692574357e-06,0.0213429210837944
"T7Hi","wt","wt","wt","PA139","4","T7Hi",36552,36822,"T7p54","18",194471,4606670,0.0422150924637536,0.156352194310199,7.96081692574357e-06,0.0196402198126915
"T7Hi","wt","wt","wt","PA139","4","T7Hi",36916,37348,"T7p55","18.5",197020,4606670,0.0427684205727782,0.0990009735480976,7.96081692574357e-06,0.0124360319388767
"T7Hi","wt","wt","wt","PA139","4","T7Hi",37031,37283,"T7p56","18.7",141996,4606670,0.03082400085094,0.122317463694207,7.96081692574357e-06,0.0153649386533005
"T7Hi","wt","wt","wt","PA139","4","T7Hi",37369,39130,"T7p57","19",924882,4606670,0.200770187575841,0.114009192263396,7.96081692574357e-06,0.0143212930691466
"T7Hi","wt","wt","wt","PA139","4","T7Hi",38015,38273,"T7p58","19.2",196026,4606670,0.0425526464886784,0.164932738328211,7.96081692574357e-06,0.02071806698567
"T7Hi","wt","wt","wt","PA139","4","T7Hi",38552,38726,"T7p59","19.3",128565,4606670,0.0279084457970725,0.160393366649842,7.96081692574357e-06,0.0201478526821995
"T7Hi","wt","wt","wt","PA139","4","T7Hi",39388,39538,"T7p60","19.5",472366,4606670,0.102539578480768,0.683597189871787,7.96081692574357e-06,0.0858702311896133
"T7Hi","wt","wt","wt","PA148","5","T7Hi",890,1468,"T7p01","0.3",15614,5892536,0.00264979289053134,0.00458441676562516,5.92787315355401e-06,0.000773366205192263
"T7Hi","wt","wt","wt","PA148","5","T7Hi",1277,1433,"T7p02","0.4",5,5892536,8.48531090857994e-07,5.43930186447432e-06,5.92787315355401e-06,9.17580677517235e-07
"T7Hi","wt","wt","wt","PA148","5","T7Hi",1468,3138,"T7p03","0.7",20274,5892536,0.00344062386721099,0.00206025381270119,5.92787315355401e-06,0.000347553626626775
"T7Hi","wt","wt","wt","PA148","5","T7Hi",1495,1639,"T7p04","0.5",0,5892536,0,0,5.92787315355401e-06,0
"T7Hi","wt","wt","wt","PA148","5","T7Hi",1635,1972,"T7p05","0.6B",2,5892536,3.39412436343198e-07,1.00715856481661e-06,5.92787315355401e-06,1.69902178863725e-07
"T7Hi","wt","wt","wt","PA148","5","T7Hi",1635,1797,"T7p06","0.6A",0,5892536,0,0,5.92787315355401e-06,0
"T7Hi","wt","wt","wt","PA148","5","T7Hi",3138,5887,"T7p07","1",75108,5892536,0.0127462946344324,0.00463670230426789,5.92787315355401e-06,0.000782186491539211
"T7Hi","wt","wt","wt","PA148","5","T7Hi",5887,6448,"T7p08","1.2",166206,5892536,0.0282061916974287,0.0502784165729568,5.92787315355401e-06,0.00848169575673405
"T7Hi","wt","wt","wt","PA148","5","T7Hi",6006,6135,"T7p09","1.1",37183,5892536,0.00631018631027456,0.0489161729478648,5.92787315355401e-06,0.0082518926570717
"T7Hi","wt","wt","wt","PA148","5","T7Hi",6448,7588,"T7p10","1.3",287532,5892536,0.0487959683233161,0.042803480985365,5.92787315355401e-06,0.00722071472796319
"T7Hi","wt","wt","wt","PA148","5","T7Hi",7607,7763,"T7p11","1.4",13197,5892536,0.00223961296121059,0.0143564933410935,5.92787315355401e-06,0.00242186244023899
"T7Hi","wt","wt","wt","PA148","5","T7Hi",7790,7880,"T7p12","1.5",37735,5892536,0.00640386414270528,0.0711540460300587,5.92787315355401e-06,0.0120033010469191
"T7Hi","wt","wt","wt","PA148","5","T7Hi",7905,8166,"T7p13","1.6",82421,5892536,0.0139873562079213,0.0535914030954841,5.92787315355401e-06,0.00904057858649586
"T7Hi","wt","wt","wt","PA148","5","T7Hi",8165,8756,"T7p14","1.7",260670,5892536,0.0442373198907907,0.0748516411011686,5.92787315355401e-06,0.0126270652495814
"T7Hi","wt","wt","wt","PA148","5","T7Hi",8748,8895,"T7p15","1.8",104336,5892536,0.0177064679791519,0.120452163123483,5.92787315355401e-06,0.0203196256065746
"T7Hi","wt","wt","wt","PA148","5","T7Hi",8897,9092,"T7p16","2",94342,5892536,0.016010424034745,0.0821047386397178,5.92787315355401e-06,0.013850623404533
"T7Hi","wt","wt","wt","PA148","5","T7Hi",9157,9856,"T7p17","2.5",334830,5892536,0.0568227330303964,0.0812914635627989,5.92787315355401e-06,0.0137134283168764
"T7Hi","wt","wt","wt","PA148","5","T7Hi",9856,10276,"T7p18","2.8",201023,5892536,0.0341148530955093,0.0812258407035936,5.92787315355401e-06,0.0137023580970006
"T7Hi","wt","wt","wt","PA148","5","T7Hi",10256,10706,"T7p19","3",572918,5892536,0.097227747102436,0.216061660227636,5.92787315355401e-06,0.0364484284043928
"T7Hi","wt","wt","wt","PA148","5","T7Hi",10705,11161,"T7p20","3.5",419179,5892536,0.0711372828269526,0.156002813217001,5.92787315355401e-06,0.0263168271614366
"T7Hi","wt","wt","wt","PA148","5","T7Hi",11224,11590,"T7p21","3.8",12649,5892536,0.00214661395365255,0.00586506544713812,5.92787315355401e-06,0.000989404681107552
"T7Hi","wt","wt","wt","PA148","5","T7Hi",11564,13265,"T7p22","4A",83239,5892536,0.0141261758943857,0.00830463015542958,5.92787315355401e-06,0.00140094599535258
"T7Hi","wt","wt","wt","PA148","5","T7Hi",11634,11757,"T7p23","4.1",7362,5892536,0.00124937717817931,0.0101575380339781,5.92787315355401e-06,0.00171352148921882
"T7Hi","wt","wt","wt","PA148","5","T7Hi",11753,13265,"T7p24","4B",77449,5892536,0.0131435768911722,0.00869284185924084,5.92787315355401e-06,0.00146643520096733
"T7Hi","wt","wt","wt","PA148","5","T7Hi",12987,13326,"T7p25","4.2",51552,5892536,0.00874869495918226,0.0258073597615996,5.92787315355401e-06,0.00435356140273126
"T7Hi","wt","wt","wt","PA148","5","T7Hi",13351,13564,"T7p26","4.3",83439,5892536,0.01416011713802,0.0664794231831926,5.92787315355401e-06,0.0112147175658331
"T7Hi","wt","wt","wt","PA148","5","T7Hi",13583,13853,"T7p27","4.5",32889,5892536,0.00558146780944571,0.0206721029979471,5.92787315355401e-06,0.00348727148210877
"T7Hi","wt","wt","wt","PA148","5","T7Hi",13926,14334,"T7p28","4.7",22617,5892536,0.00383824553638705,0.00940746454996826,5.92787315355401e-06,0.00158698816696644
"T7Hi","wt","wt","wt","PA148","5","T7Hi",14352,16467,"T7p29","5",120773,5892536,0.0204959290872385,0.00969074661335154,5.92787315355401e-06,0.00163477631223292
"T7Hi","wt","wt","wt","PA148","5","T7Hi",16482,16839,"T7p30","5.3",80017,5892536,0.0135793824594368,0.0380374858807754,5.92787315355401e-06,0.00641671724334559
"T7Hi","wt","wt","wt","PA148","5","T7Hi",16850,17359,"T7p31","5.5-5.7",90329,5892536,0.0153293929812223,0.030116685621262,5.92787315355401e-06,0.00508052126641842
"T7Hi","wt","wt","wt","PA148","5","T7Hi",16850,17150,"T7p32","5.5",59139,5892536,0.0100362560364502,0.0334541867881673,5.92787315355401e-06,0.00564353958351995
"T7Hi","wt","wt","wt","PA148","5","T7Hi",17149,17359,"T7p33","5.7",53298,5892536,0.00904500201610987,0.0430714381719518,5.92787315355401e-06,0.00726591764976088
"T7Hi","wt","wt","wt","PA148","5","T7Hi",17358,17517,"T7p34","5.9",40836,5892536,0.00693012312525541,0.0435856800330529,5.92787315355401e-06,0.00735266745829765
"T7Hi","wt","wt","wt","PA148","5","T7Hi",17503,18406,"T7p35","6",210326,5892536,0.0356936300431597,0.0395278295051602,5.92787315355401e-06,0.00666813011703221
"T7Hi","wt","wt","wt","PA148","5","T7Hi",18393,18507,"T7p36","6.3",37417,5892536,0.00634989756532671,0.0557008558361992,5.92787315355401e-06,0.00939643180502339
"T7Hi","wt","wt","wt","PA148","5","T7Hi",18604,18859,"T7p37","6.5",299740,5892536,0.050867741834755,0.199481340528451,5.92787315355401e-06,0.0336514185376679
"T7Hi","wt","wt","wt","PA148","5","T7Hi",18863,19130,"T7p38","6.7",290142,5892536,0.049238901552744,0.184415361620764,5.92787315355401e-06,0.0311098697363656
"T7Hi","wt","wt","wt","PA148","5","T7Hi",19129,19531,"T7p39","7",583097,5892536,0.0989551866972047,0.246157180838818,5.92787315355401e-06,0.0415253792485819
"T7Hi","wt","wt","wt","PA148","5","T7Hi",19534,19834,"T7p40","7.3",535597,5892536,0.0908941413340538,0.302980471113513,5.92787315355401e-06,0.0511111596461647
"T7Hi","wt","wt","wt","PA148","5","T7Hi",19847,20240,"T7p41","7.7",398054,5892536,0.0675522389680776,0.171888648773734,5.92787315355401e-06,0.0289966813258613
"T7Hi","wt","wt","wt","PA148","5","T7Hi",20239,21850,"T7p42","8",1526843,5892536,0.259114751271778,0.160840938095455,5.92787315355401e-06,0.0271329925470865
"T7Hi","wt","wt","wt","PA148","5","T7Hi",21949,22873,"T7p43","9",1689653,5892536,0.286744620652296,0.310329676030624,5.92787315355401e-06,0.0523509305938114
"T7Hi","wt","wt","wt","PA148","5","T7Hi",22966,24162,"T7p44","10B",4854486,5892536,0.823836460226972,0.688826471761682,5.92787315355401e-06,0.11620128398812
"T7Hi","wt","wt","wt","PA148","5","T7Hi",22966,24004,"T7p45","10A",4567748,5892536,0.775175238640884,0.746796954374647,5.92787315355401e-06,0.125980589501466
"T7Hi","wt","wt","wt","PA148","5","T7Hi",24227,24818,"T7p46","11",270007,5892536,0.0458218668498589,0.0775327696275108,5.92787315355401e-06,0.0130793570677245
"T7Hi","wt","wt","wt","PA148","5","T7Hi",24841,27226,"T7p47","12",592360,5892536,0.100527175396128,0.0421497590759448,5.92787315355401e-06,0.00711043539294936
